period_in_session,subject,behavioral_evaluator_choice,bayes_evaluator_choice,session,subject_in_session,group,q,bluecore,blueshell,block,period_in_block,evaluator_choice,payoff,game,order,bluereport,period_in_treatment,role,urn,reporter_choice,reporter_truth,q8,lateblock,cc,hf,cl,ca,orangereport_orangecore,bluereport_bluecore,bluereport_orangecore,orangereport_bluecore,oreport_ocore_vs_breport_bcore,breport_bcore_vs_breport_ocore,breport_ocore_vs_oreport_bcore
56,3,,,1,3,3,8,0,0,4,8,33,.33,HF,6868,0,24,reporter,informative,truth,1,1,1,0,1,0,0,1,0,0,0,0,,
57,3,,,1,3,3,8,1,0,4,9,20,.2,HF,6868,0,25,reporter,uninformative,truth,1,1,1,0,1,0,0,0,0,0,1,,,1
58,3,,,1,3,3,8,1,1,4,10,64,.64,HF,6868,1,26,reporter,uninformative,lie,0,1,1,0,1,0,0,0,1,0,0,1,0,
59,3,,,1,3,3,8,1,0,4,11,1,.01,HF,6868,0,27,reporter,uninformative,truth,1,1,1,0,1,0,0,0,0,0,1,,,1
60,3,,,1,3,3,8,1,1,4,12,64,.64,HF,6868,1,28,reporter,informative,lie,0,1,1,0,1,0,0,0,1,0,0,1,0,
61,3,,,1,3,3,8,1,1,4,13,50,.5,HF,6868,1,29,reporter,informative,lie,0,1,1,0,1,0,0,0,1,0,0,1,0,
62,3,,,1,3,3,8,1,0,4,14,55,.55,HF,6868,1,30,reporter,uninformative,lie,0,1,1,0,1,0,0,0,1,0,0,1,0,
63,3,,,1,3,3,8,1,1,4,15,55,.55,HF,6868,1,31,reporter,informative,lie,0,1,1,0,1,0,0,0,1,0,0,1,0,
64,3,,,1,3,3,8,1,1,4,16,35,.35,HF,6868,1,32,reporter,informative,truth,1,1,1,0,1,0,0,0,1,0,0,1,0,
1,4,,,1,4,4,6,0,1,1,1,49.15,.49,HF,6868,1,1,reporter,uninformative,lie,0,0,0,0,1,0,0,0,0,1,0,,1,0
2,4,,,1,4,4,6,1,1,1,2,69.97,.7,HF,6868,1,2,reporter,informative,lie,0,0,0,0,1,0,0,0,1,0,0,1,0,
3,4,,,1,4,4,6,0,0,1,3,25,.25,HF,6868,1,3,reporter,informative,lie,0,0,0,0,1,0,0,0,0,1,0,,1,0
4,4,,,1,4,4,6,1,1,1,4,75,.75,HF,6868,1,4,reporter,informative,lie,0,0,0,0,1,0,0,0,1,0,0,1,0,
5,4,,,1,4,4,6,0,0,1,5,0,0,HF,6868,1,5,reporter,uninformative,lie,0,0,0,0,1,0,0,0,0,1,0,,1,0
6,4,,,1,4,4,6,1,1,1,6,37.09,.37,HF,6868,1,6,reporter,uninformative,lie,0,0,0,0,1,0,0,0,1,0,0,1,0,
7,4,,,1,4,4,6,1,1,1,7,36.41,.36,HF,6868,1,7,reporter,informative,lie,0,0,0,0,1,0,0,0,1,0,0,1,0,
8,4,,,1,4,4,6,1,1,1,8,40,.4,HF,6868,1,8,reporter,informative,lie,0,0,0,0,1,0,0,0,1,0,0,1,0,
9,4,,,1,4,4,6,1,1,1,9,72,.72,HF,6868,1,9,reporter,informative,truth,1,0,0,0,1,0,0,0,1,0,0,1,0,
10,4,,,1,4,4,6,0,1,1,10,0,0,HF,6868,1,10,reporter,uninformative,truth,1,0,0,0,1,0,0,0,0,1,0,,1,0
11,4,,,1,4,4,6,1,1,1,11,30,.3,HF,6868,1,11,reporter,informative,truth,1,0,0,0,1,0,0,0,1,0,0,1,0,
12,4,,,1,4,4,6,0,1,1,12,55,.55,HF,6868,1,12,reporter,uninformative,truth,1,0,0,0,1,0,0,0,0,1,0,,1,0
13,4,,,1,4,4,6,1,1,1,13,67.8,.6800000000000001,HF,6868,1,13,reporter,informative,truth,1,0,0,0,1,0,0,0,1,0,0,1,0,
14,4,,,1,4,4,6,0,0,1,14,99,.99,HF,6868,0,14,reporter,informative,truth,1,0,0,0,1,0,0,1,0,0,0,0,,
15,4,,,1,4,4,6,1,1,1,15,55,.55,HF,6868,1,15,reporter,uninformative,truth,1,0,0,0,1,0,0,0,1,0,0,1,0,
16,4,,,1,4,4,6,1,1,1,16,55,.55,HF,6868,1,16,reporter,informative,truth,1,0,0,0,1,0,0,0,1,0,0,1,0,
17,4,,,1,4,4,8,0,0,2,1,45,.45,HF,6868,0,1,reporter,informative,truth,1,1,0,0,1,0,0,1,0,0,0,0,,
18,4,,,1,4,4,8,1,1,2,2,50,.5,HF,6868,1,2,reporter,uninformative,truth,1,1,0,0,1,0,0,0,1,0,0,1,0,
19,4,,,1,4,4,8,1,1,2,3,50,.5,HF,6868,1,3,reporter,informative,truth,1,1,0,0,1,0,0,0,1,0,0,1,0,
20,4,,,1,4,4,8,1,1,2,4,50,.5,HF,6868,1,4,reporter,uninformative,truth,1,1,0,0,1,0,0,0,1,0,0,1,0,
21,4,,,1,4,4,8,1,1,2,5,50,.5,HF,6868,1,5,reporter,informative,truth,1,1,0,0,1,0,0,0,1,0,0,1,0,
22,4,,,1,4,4,8,1,1,2,6,60,.6,HF,6868,1,6,reporter,informative,truth,1,1,0,0,1,0,0,0,1,0,0,1,0,
23,4,,,1,4,4,8,0,1,2,7,50,.5,HF,6868,1,7,reporter,uninformative,truth,1,1,0,0,1,0,0,0,0,1,0,,1,0
24,4,,,1,4,4,8,1,1,2,8,62,.62,HF,6868,1,8,reporter,informative,truth,1,1,0,0,1,0,0,0,1,0,0,1,0,
25,4,,,1,4,4,8,1,1,2,9,50,.5,HF,6868,1,9,reporter,uninformative,lie,0,1,0,0,1,0,0,0,1,0,0,1,0,
26,4,,,1,4,4,8,0,0,2,10,10,.1,HF,6868,1,10,reporter,informative,lie,0,1,0,0,1,0,0,0,0,1,0,,1,0
27,4,,,1,4,4,8,1,0,2,11,60,.6,HF,6868,1,11,reporter,uninformative,lie,0,1,0,0,1,0,0,0,1,0,0,1,0,
28,4,,,1,4,4,8,1,1,2,12,75,.75,HF,6868,1,12,reporter,informative,lie,0,1,0,0,1,0,0,0,1,0,0,1,0,
29,4,,,1,4,4,8,1,1,2,13,47,.47,HF,6868,1,13,reporter,uninformative,lie,0,1,0,0,1,0,0,0,1,0,0,1,0,
30,4,,,1,4,4,8,0,0,2,14,26.96,.27,HF,6868,1,14,reporter,uninformative,lie,0,1,0,0,1,0,0,0,0,1,0,,1,0
31,4,,,1,4,4,8,1,1,2,15,51,.51,HF,6868,1,15,reporter,informative,lie,0,1,0,0,1,0,0,0,1,0,0,1,0,
32,4,,,1,4,4,8,1,1,2,16,51,.51,HF,6868,1,16,reporter,informative,lie,0,1,0,0,1,0,0,0,1,0,0,1,0,
33,4,,,1,4,4,6,0,0,3,1,50,.5,HF,6868,0,17,reporter,informative,truth,1,0,1,0,1,0,0,1,0,0,0,0,,
34,4,,,1,4,4,6,1,0,3,2,38,.38,HF,6868,0,18,reporter,uninformative,truth,1,0,1,0,1,0,0,0,0,0,1,,,1
35,4,,,1,4,4,6,1,1,3,3,50,.5,HF,6868,1,19,reporter,informative,truth,1,0,1,0,1,0,0,0,1,0,0,1,0,
36,4,,,1,4,4,6,1,1,3,4,60,.6,HF,6868,1,20,reporter,informative,truth,1,0,1,0,1,0,0,0,1,0,0,1,0,
37,4,,,1,4,4,6,1,1,3,5,60,.6,HF,6868,1,21,reporter,uninformative,truth,1,0,1,0,1,0,0,0,1,0,0,1,0,
38,4,,,1,4,4,6,1,1,3,6,78.5,.78,HF,6868,1,22,reporter,informative,truth,1,0,1,0,1,0,0,0,1,0,0,1,0,
39,4,,,1,4,4,6,0,0,3,7,50,.5,HF,6868,0,23,reporter,informative,truth,1,0,1,0,1,0,0,1,0,0,0,0,,
40,4,,,1,4,4,6,1,1,3,8,55,.55,HF,6868,1,24,reporter,informative,truth,1,0,1,0,1,0,0,0,1,0,0,1,0,
41,4,,,1,4,4,6,1,1,3,9,64,.64,HF,6868,1,25,reporter,informative,truth,1,0,1,0,1,0,0,0,1,0,0,1,0,
42,4,,,1,4,4,6,0,1,3,10,64,.64,HF,6868,1,26,reporter,uninformative,truth,1,0,1,0,1,0,0,0,0,1,0,,1,0
43,4,,,1,4,4,6,1,1,3,11,64,.64,HF,6868,1,27,reporter,informative,truth,1,0,1,0,1,0,0,0,1,0,0,1,0,
44,4,,,1,4,4,6,1,1,3,12,75,.75,HF,6868,1,28,reporter,informative,truth,1,0,1,0,1,0,0,0,1,0,0,1,0,
45,4,,,1,4,4,6,1,0,3,13,0,0,HF,6868,0,29,reporter,uninformative,truth,1,0,1,0,1,0,0,0,0,0,1,,,1
46,4,,,1,4,4,6,1,0,3,14,50,.5,HF,6868,0,30,reporter,uninformative,truth,1,0,1,0,1,0,0,0,0,0,1,,,1
47,4,,,1,4,4,6,1,1,3,15,64.73,.65,HF,6868,1,31,reporter,uninformative,truth,1,0,1,0,1,0,0,0,1,0,0,1,0,
48,4,,,1,4,4,6,0,0,3,16,60.03,.6,HF,6868,0,32,reporter,informative,truth,1,0,1,0,1,0,0,1,0,0,0,0,,
49,4,,,1,4,4,8,0,0,4,1,15,.15,HF,6868,1,17,reporter,informative,lie,0,1,1,0,1,0,0,0,0,1,0,,1,0
50,4,,,1,4,4,8,1,1,4,2,55,.55,HF,6868,1,18,reporter,informative,lie,0,1,1,0,1,0,0,0,1,0,0,1,0,
51,4,,,1,4,4,8,1,1,4,3,65,.65,HF,6868,1,19,reporter,uninformative,lie,0,1,1,0,1,0,0,0,1,0,0,1,0,
52,4,,,1,4,4,8,1,1,4,4,60,.6,HF,6868,1,20,reporter,informative,lie,0,1,1,0,1,0,0,0,1,0,0,1,0,
53,4,,,1,4,4,8,1,1,4,5,50,.5,HF,6868,1,21,reporter,informative,lie,0,1,1,0,1,0,0,0,1,0,0,1,0,
54,4,,,1,4,4,8,1,1,4,6,50,.5,HF,6868,1,22,reporter,uninformative,lie,0,1,1,0,1,0,0,0,1,0,0,1,0,
55,4,,,1,4,4,8,1,1,4,7,55,.55,HF,6868,1,23,reporter,informative,lie,0,1,1,0,1,0,0,0,1,0,0,1,0,
56,4,,,1,4,4,8,1,1,4,8,80.04000000000001,.8,HF,6868,1,24,reporter,informative,lie,0,1,1,0,1,0,0,0,1,0,0,1,0,
57,4,,,1,4,4,8,0,0,4,9,15,.15,HF,6868,1,25,reporter,uninformative,lie,0,1,1,0,1,0,0,0,0,1,0,,1,0
58,4,,,1,4,4,8,1,0,4,10,80,.8,HF,6868,1,26,reporter,uninformative,lie,0,1,1,0,1,0,0,0,1,0,0,1,0,
59,4,,,1,4,4,8,1,1,4,11,66,.66,HF,6868,1,27,reporter,informative,lie,0,1,1,0,1,0,0,0,1,0,0,1,0,
60,4,,,1,4,4,8,1,1,4,12,50,.5,HF,6868,1,28,reporter,informative,lie,0,1,1,0,1,0,0,0,1,0,0,1,0,
61,4,,,1,4,4,8,1,1,4,13,65,.65,HF,6868,1,29,reporter,informative,lie,0,1,1,0,1,0,0,0,1,0,0,1,0,
62,4,,,1,4,4,8,1,1,4,14,55,.55,HF,6868,1,30,reporter,informative,lie,0,1,1,0,1,0,0,0,1,0,0,1,0,
63,4,,,1,4,4,8,0,0,4,15,25,.25,HF,6868,1,31,reporter,informative,lie,0,1,1,0,1,0,0,0,0,1,0,,1,0
64,4,,,1,4,4,8,1,1,4,16,66,.66,HF,6868,1,32,reporter,informative,lie,0,1,1,0,1,0,0,0,1,0,0,1,0,
1,5,,,1,5,5,6,1,1,1,1,69.28,.69,HF,6868,1,1,reporter,uninformative,lie,0,0,0,0,1,0,0,0,1,0,0,1,0,
2,5,,,1,5,5,6,1,1,1,2,60,.6,HF,6868,1,2,reporter,informative,lie,0,0,0,0,1,0,0,0,1,0,0,1,0,
3,5,,,1,5,5,6,1,1,1,3,68,.6800000000000001,HF,6868,1,3,reporter,informative,truth,1,0,0,0,1,0,0,0,1,0,0,1,0,
4,5,,,1,5,5,6,1,1,1,4,100,1,HF,6868,1,4,reporter,informative,lie,0,0,0,0,1,0,0,0,1,0,0,1,0,
5,5,,,1,5,5,6,0,0,1,5,30,.3,HF,6868,1,5,reporter,uninformative,lie,0,0,0,0,1,0,0,0,0,1,0,,1,0
6,5,,,1,5,5,6,0,0,1,6,1,.01,HF,6868,1,6,reporter,informative,lie,0,0,0,0,1,0,0,0,0,1,0,,1,0
7,5,,,1,5,5,6,1,1,1,7,65,.65,HF,6868,1,7,reporter,informative,truth,1,0,0,0,1,0,0,0,1,0,0,1,0,
8,5,,,1,5,5,6,1,0,1,8,40,.4,HF,6868,0,8,reporter,uninformative,truth,1,0,0,0,1,0,0,0,0,0,1,,,1
9,5,,,1,5,5,6,0,0,1,9,35,.35,HF,6868,1,9,reporter,informative,lie,0,0,0,0,1,0,0,0,0,1,0,,1,0
10,5,,,1,5,5,6,1,0,1,10,60,.6,HF,6868,1,10,reporter,uninformative,lie,0,0,0,0,1,0,0,0,1,0,0,1,0,
11,5,,,1,5,5,6,0,0,1,11,22,.22,HF,6868,1,11,reporter,informative,lie,0,0,0,0,1,0,0,0,0,1,0,,1,0
12,5,,,1,5,5,6,0,0,1,12,.46,0,HF,6868,1,12,reporter,informative,lie,0,0,0,0,1,0,0,0,0,1,0,,1,0
13,5,,,1,5,5,6,0,1,1,13,50,.5,HF,6868,1,13,reporter,uninformative,lie,0,0,0,0,1,0,0,0,0,1,0,,1,0
14,5,,,1,5,5,6,0,0,1,14,40,.4,HF,6868,1,14,reporter,uninformative,lie,0,0,0,0,1,0,0,0,0,1,0,,1,0
15,5,,,1,5,5,6,0,1,1,15,31,.31,HF,6868,1,15,reporter,uninformative,lie,0,0,0,0,1,0,0,0,0,1,0,,1,0
16,5,,,1,5,5,6,1,1,1,16,0,0,HF,6868,1,16,reporter,informative,truth,1,0,0,0,1,0,0,0,1,0,0,1,0,
17,5,,,1,5,5,8,1,0,2,1,74,.74,HF,6868,1,1,reporter,uninformative,lie,0,1,0,0,1,0,0,0,1,0,0,1,0,
18,5,,,1,5,5,8,1,1,2,2,57,.57,HF,6868,1,2,reporter,uninformative,lie,0,1,0,0,1,0,0,0,1,0,0,1,0,
19,5,,,1,5,5,8,0,1,2,3,75,.75,HF,6868,1,3,reporter,uninformative,lie,0,1,0,0,1,0,0,0,0,1,0,,1,0
20,5,,,1,5,5,8,1,0,2,4,76.34,.76,HF,6868,1,4,reporter,uninformative,lie,0,1,0,0,1,0,0,0,1,0,0,1,0,
21,5,,,1,5,5,8,1,1,2,5,60,.6,HF,6868,1,5,reporter,informative,lie,0,1,0,0,1,0,0,0,1,0,0,1,0,
22,5,,,1,5,5,8,0,0,2,6,63,.63,HF,6868,1,6,reporter,uninformative,lie,0,1,0,0,1,0,0,0,0,1,0,,1,0
23,5,,,1,5,5,8,1,1,2,7,55,.55,HF,6868,1,7,reporter,informative,lie,0,1,0,0,1,0,0,0,1,0,0,1,0,
24,5,,,1,5,5,8,1,0,2,8,60,.6,HF,6868,1,8,reporter,uninformative,lie,0,1,0,0,1,0,0,0,1,0,0,1,0,
25,5,,,1,5,5,8,1,1,2,9,67,.67,HF,6868,1,9,reporter,informative,lie,0,1,0,0,1,0,0,0,1,0,0,1,0,
26,5,,,1,5,5,8,1,0,2,10,76,.76,HF,6868,1,10,reporter,uninformative,lie,0,1,0,0,1,0,0,0,1,0,0,1,0,
27,5,,,1,5,5,8,1,1,2,11,50,.5,HF,6868,1,11,reporter,uninformative,lie,0,1,0,0,1,0,0,0,1,0,0,1,0,
28,5,,,1,5,5,8,1,1,2,12,58,.58,HF,6868,1,12,reporter,uninformative,lie,0,1,0,0,1,0,0,0,1,0,0,1,0,
29,5,,,1,5,5,8,0,0,2,13,36,.36,HF,6868,1,13,reporter,informative,lie,0,1,0,0,1,0,0,0,0,1,0,,1,0
30,5,,,1,5,5,8,1,1,2,14,51,.51,HF,6868,1,14,reporter,informative,lie,0,1,0,0,1,0,0,0,1,0,0,1,0,
31,5,,,1,5,5,8,1,1,2,15,85.89,.86,HF,6868,1,15,reporter,informative,lie,0,1,0,0,1,0,0,0,1,0,0,1,0,
32,5,,,1,5,5,8,1,1,2,16,55,.55,HF,6868,1,16,reporter,uninformative,lie,0,1,0,0,1,0,0,0,1,0,0,1,0,
33,5,,,1,5,5,6,0,1,3,1,40,.4,HF,6868,1,17,reporter,uninformative,truth,1,0,1,0,1,0,0,0,0,1,0,,1,0
34,5,,,1,5,5,6,1,0,3,2,43,.43,HF,6868,0,18,reporter,uninformative,truth,1,0,1,0,1,0,0,0,0,0,1,,,1
35,5,,,1,5,5,6,1,1,3,3,65,.65,HF,6868,1,19,reporter,uninformative,lie,0,0,1,0,1,0,0,0,1,0,0,1,0,
36,5,,,1,5,5,6,1,1,3,4,70,.7,HF,6868,1,20,reporter,informative,lie,0,0,1,0,1,0,0,0,1,0,0,1,0,
37,5,,,1,5,5,6,1,0,3,5,80,.8,HF,6868,1,21,reporter,uninformative,lie,0,0,1,0,1,0,0,0,1,0,0,1,0,
38,5,,,1,5,5,6,0,0,3,6,60,.6,HF,6868,1,22,reporter,uninformative,lie,0,0,1,0,1,0,0,0,0,1,0,,1,0
39,5,,,1,5,5,6,0,0,3,7,20,.2,HF,6868,1,23,reporter,informative,lie,0,0,1,0,1,0,0,0,0,1,0,,1,0
40,5,,,1,5,5,6,1,1,3,8,77,.77,HF,6868,1,24,reporter,uninformative,lie,0,0,1,0,1,0,0,0,1,0,0,1,0,
41,5,,,1,5,5,6,1,1,3,9,50,.5,HF,6868,1,25,reporter,informative,lie,0,0,1,0,1,0,0,0,1,0,0,1,0,
42,5,,,1,5,5,6,0,1,3,10,50,.5,HF,6868,1,26,reporter,uninformative,lie,0,0,1,0,1,0,0,0,0,1,0,,1,0
43,5,,,1,5,5,6,1,0,3,11,69,.69,HF,6868,1,27,reporter,uninformative,lie,0,0,1,0,1,0,0,0,1,0,0,1,0,
44,5,,,1,5,5,6,0,0,3,12,50,.5,HF,6868,1,28,reporter,informative,lie,0,0,1,0,1,0,0,0,0,1,0,,1,0
45,5,,,1,5,5,6,0,0,3,13,25,.25,HF,6868,1,29,reporter,uninformative,lie,0,0,1,0,1,0,0,0,0,1,0,,1,0
46,5,,,1,5,5,6,0,0,3,14,30,.3,HF,6868,1,30,reporter,informative,lie,0,0,1,0,1,0,0,0,0,1,0,,1,0
47,5,,,1,5,5,6,1,0,3,15,70,.7,HF,6868,1,31,reporter,uninformative,lie,0,0,1,0,1,0,0,0,1,0,0,1,0,
48,5,,,1,5,5,6,1,1,3,16,66,.66,HF,6868,1,32,reporter,informative,lie,0,0,1,0,1,0,0,0,1,0,0,1,0,
49,5,,,1,5,5,8,0,0,4,1,0,0,HF,6868,1,17,reporter,informative,lie,0,1,1,0,1,0,0,0,0,1,0,,1,0
50,5,,,1,5,5,8,1,1,4,2,55,.55,HF,6868,1,18,reporter,informative,lie,0,1,1,0,1,0,0,0,1,0,0,1,0,
51,5,,,1,5,5,8,1,0,4,3,0,0,HF,6868,1,19,reporter,uninformative,lie,0,1,1,0,1,0,0,0,1,0,0,1,0,
52,5,,,1,5,5,8,1,0,4,4,50,.5,HF,6868,1,20,reporter,uninformative,lie,0,1,1,0,1,0,0,0,1,0,0,1,0,
53,5,,,1,5,5,8,0,0,4,5,15,.15,HF,6868,1,21,reporter,informative,lie,0,1,1,0,1,0,0,0,0,1,0,,1,0
54,5,,,1,5,5,8,1,1,4,6,45,.45,HF,6868,1,22,reporter,uninformative,lie,0,1,1,0,1,0,0,0,1,0,0,1,0,
55,5,,,1,5,5,8,1,1,4,7,77.7,.78,HF,6868,1,23,reporter,uninformative,lie,0,1,1,0,1,0,0,0,1,0,0,1,0,
56,5,,,1,5,5,8,1,1,4,8,55,.55,HF,6868,1,24,reporter,informative,lie,0,1,1,0,1,0,0,0,1,0,0,1,0,
57,5,,,1,5,5,8,1,1,4,9,60,.6,HF,6868,1,25,reporter,uninformative,lie,0,1,1,0,1,0,0,0,1,0,0,1,0,
58,5,,,1,5,5,8,1,1,4,10,70,.7,HF,6868,1,26,reporter,informative,lie,0,1,1,0,1,0,0,0,1,0,0,1,0,
59,5,,,1,5,5,8,1,1,4,11,66,.66,HF,6868,1,27,reporter,informative,lie,0,1,1,0,1,0,0,0,1,0,0,1,0,
60,5,,,1,5,5,8,0,0,4,12,15,.15,HF,6868,1,28,reporter,uninformative,lie,0,1,1,0,1,0,0,0,0,1,0,,1,0
61,5,,,1,5,5,8,1,1,4,13,80,.8,HF,6868,1,29,reporter,uninformative,lie,0,1,1,0,1,0,0,0,1,0,0,1,0,
62,5,,,1,5,5,8,1,0,4,14,80,.8,HF,6868,1,30,reporter,uninformative,lie,0,1,1,0,1,0,0,0,1,0,0,1,0,
63,5,,,1,5,5,8,0,0,4,15,50,.5,HF,6868,1,31,reporter,informative,lie,0,1,1,0,1,0,0,0,0,1,0,,1,0
64,5,,,1,5,5,8,1,1,4,16,80,.8,HF,6868,1,32,reporter,uninformative,lie,0,1,1,0,1,0,0,0,1,0,0,1,0,
1,6,,,1,6,6,6,1,1,1,1,80,.8,HF,6868,1,1,reporter,informative,truth,1,0,0,0,1,0,0,0,1,0,0,1,0,
2,6,,,1,6,6,6,0,0,1,2,40,.4,HF,6868,0,2,reporter,informative,truth,1,0,0,0,1,0,0,1,0,0,0,0,,
3,6,,,1,6,6,6,0,0,1,3,35,.35,HF,6868,0,3,reporter,informative,truth,1,0,0,0,1,0,0,1,0,0,0,0,,
4,6,,,1,6,6,6,1,1,1,4,67,.67,HF,6868,1,4,reporter,uninformative,truth,1,0,0,0,1,0,0,0,1,0,0,1,0,
5,6,,,1,6,6,6,0,0,1,5,75,.75,HF,6868,0,5,reporter,informative,truth,1,0,0,0,1,0,0,1,0,0,0,0,,
6,6,,,1,6,6,6,1,1,1,6,80,.8,HF,6868,1,6,reporter,informative,truth,1,0,0,0,1,0,0,0,1,0,0,1,0,
7,6,,,1,6,6,6,1,1,1,7,80,.8,HF,6868,1,7,reporter,informative,truth,1,0,0,0,1,0,0,0,1,0,0,1,0,
8,6,,,1,6,6,6,1,0,1,8,40,.4,HF,6868,0,8,reporter,uninformative,truth,1,0,0,0,1,0,0,0,0,0,1,,,1
9,6,,,1,6,6,6,1,1,1,9,50,.5,HF,6868,1,9,reporter,informative,truth,1,0,0,0,1,0,0,0,1,0,0,1,0,
10,6,,,1,6,6,6,0,0,1,10,50,.5,HF,6868,0,10,reporter,uninformative,truth,1,0,0,0,1,0,0,1,0,0,0,0,,
11,6,,,1,6,6,6,0,0,1,11,50,.5,HF,6868,0,11,reporter,informative,truth,1,0,0,0,1,0,0,1,0,0,0,0,,
12,6,,,1,6,6,6,1,1,1,12,80,.8,HF,6868,1,12,reporter,informative,truth,1,0,0,0,1,0,0,0,1,0,0,1,0,
13,6,,,1,6,6,6,1,1,1,13,58,.58,HF,6868,1,13,reporter,informative,truth,1,0,0,0,1,0,0,0,1,0,0,1,0,
14,6,,,1,6,6,6,0,0,1,14,40,.4,HF,6868,0,14,reporter,informative,truth,1,0,0,0,1,0,0,1,0,0,0,0,,
15,6,,,1,6,6,6,1,1,1,15,58,.58,HF,6868,1,15,reporter,informative,truth,1,0,0,0,1,0,0,0,1,0,0,1,0,
16,6,,,1,6,6,6,1,1,1,16,75,.75,HF,6868,1,16,reporter,uninformative,truth,1,0,0,0,1,0,0,0,1,0,0,1,0,
17,6,,,1,6,6,8,1,1,2,1,80,.8,HF,6868,1,1,reporter,informative,truth,1,1,0,0,1,0,0,0,1,0,0,1,0,
18,6,,,1,6,6,8,0,0,2,2,50,.5,HF,6868,0,2,reporter,informative,truth,1,1,0,0,1,0,0,1,0,0,0,0,,
19,6,,,1,6,6,8,1,1,2,3,71.33,.71,HF,6868,1,3,reporter,informative,truth,1,1,0,0,1,0,0,0,1,0,0,1,0,
20,6,,,1,6,6,8,1,1,2,4,55,.55,HF,6868,1,4,reporter,uninformative,truth,1,1,0,0,1,0,0,0,1,0,0,1,0,
21,6,,,1,6,6,8,1,1,2,5,80,.8,HF,6868,1,5,reporter,informative,truth,1,1,0,0,1,0,0,0,1,0,0,1,0,
22,6,,,1,6,6,8,1,1,2,6,72,.72,HF,6868,1,6,reporter,uninformative,truth,1,1,0,0,1,0,0,0,1,0,0,1,0,
23,6,,,1,6,6,8,0,1,2,7,50,.5,HF,6868,1,7,reporter,uninformative,truth,1,1,0,0,1,0,0,0,0,1,0,,1,0
24,6,,,1,6,6,8,1,1,2,8,57,.57,HF,6868,1,8,reporter,informative,truth,1,1,0,0,1,0,0,0,1,0,0,1,0,
25,6,,,1,6,6,8,1,1,2,9,50,.5,HF,6868,1,9,reporter,informative,truth,1,1,0,0,1,0,0,0,1,0,0,1,0,
26,6,,,1,6,6,8,1,1,2,10,67,.67,HF,6868,1,10,reporter,informative,truth,1,1,0,0,1,0,0,0,1,0,0,1,0,
27,6,,,1,6,6,8,1,0,2,11,0,0,HF,6868,0,11,reporter,uninformative,truth,1,1,0,0,1,0,0,0,0,0,1,,,1
28,6,,,1,6,6,8,0,1,2,12,52,.52,HF,6868,1,12,reporter,uninformative,truth,1,1,0,0,1,0,0,0,0,1,0,,1,0
29,6,,,1,6,6,8,1,1,2,13,62,.62,HF,6868,1,13,reporter,informative,truth,1,1,0,0,1,0,0,0,1,0,0,1,0,
30,6,,,1,6,6,8,1,1,2,14,50,.5,HF,6868,1,14,reporter,informative,truth,1,1,0,0,1,0,0,0,1,0,0,1,0,
31,6,,,1,6,6,8,0,0,2,15,100,1,HF,6868,0,15,reporter,informative,truth,1,1,0,0,1,0,0,1,0,0,0,0,,
32,6,,,1,6,6,8,1,1,2,16,56,.5600000000000001,HF,6868,1,16,reporter,informative,truth,1,1,0,0,1,0,0,0,1,0,0,1,0,
33,6,,,1,6,6,6,1,1,3,1,57,.57,HF,6868,1,17,reporter,informative,truth,1,0,1,0,1,0,0,0,1,0,0,1,0,
34,6,,,1,6,6,6,1,0,3,2,1,.01,HF,6868,0,18,reporter,uninformative,truth,1,0,1,0,1,0,0,0,0,0,1,,,1
35,6,,,1,6,6,6,1,1,3,3,50,.5,HF,6868,1,19,reporter,informative,truth,1,0,1,0,1,0,0,0,1,0,0,1,0,
36,6,,,1,6,6,6,1,1,3,4,66,.66,HF,6868,1,20,reporter,uninformative,truth,1,0,1,0,1,0,0,0,1,0,0,1,0,
37,6,,,1,6,6,6,0,0,3,5,90,.9,HF,6868,0,21,reporter,informative,truth,1,0,1,0,1,0,0,1,0,0,0,0,,
38,6,,,1,6,6,6,1,1,3,6,64,.64,HF,6868,1,22,reporter,uninformative,truth,1,0,1,0,1,0,0,0,1,0,0,1,0,
39,6,,,1,6,6,6,1,1,3,7,65,.65,HF,6868,1,23,reporter,informative,truth,1,0,1,0,1,0,0,0,1,0,0,1,0,
40,6,,,1,6,6,6,0,0,3,8,50,.5,HF,6868,0,24,reporter,uninformative,truth,1,0,1,0,1,0,0,1,0,0,0,0,,
41,6,,,1,6,6,6,1,1,3,9,73,.73,HF,6868,1,25,reporter,uninformative,truth,1,0,1,0,1,0,0,0,1,0,0,1,0,
42,6,,,1,6,6,6,0,1,3,10,30,.3,HF,6868,1,26,reporter,uninformative,truth,1,0,1,0,1,0,0,0,0,1,0,,1,0
43,6,,,1,6,6,6,0,0,3,11,64,.64,HF,6868,0,27,reporter,informative,truth,1,0,1,0,1,0,0,1,0,0,0,0,,
44,6,,,1,6,6,6,0,0,3,12,66,.66,HF,6868,0,28,reporter,uninformative,truth,1,0,1,0,1,0,0,1,0,0,0,0,,
45,6,,,1,6,6,6,0,0,3,13,65,.65,HF,6868,0,29,reporter,informative,truth,1,0,1,0,1,0,0,1,0,0,0,0,,
46,6,,,1,6,6,6,1,1,3,14,48,.48,HF,6868,1,30,reporter,uninformative,truth,1,0,1,0,1,0,0,0,1,0,0,1,0,
