period_in_session,subject,behavioral_evaluator_choice,bayes_evaluator_choice,session,subject_in_session,group,q,bluecore,blueshell,block,period_in_block,evaluator_choice,payoff,game,order,bluereport,period_in_treatment,role,urn,reporter_choice,reporter_truth,q8,lateblock,cc,hf,cl,ca,orangereport_orangecore,bluereport_bluecore,bluereport_orangecore,orangereport_bluecore,oreport_ocore_vs_breport_bcore,breport_bcore_vs_breport_ocore,breport_ocore_vs_oreport_bcore
55,151,,,7,11,11,6,1,0,4,7,61.43,.61,HF,8686,1,23,reporter,uninformative,lie,0,0,1,0,1,0,0,0,1,0,0,1,0,
56,151,,,7,11,11,6,0,0,4,8,20,.2,HF,8686,1,24,reporter,uninformative,lie,0,0,1,0,1,0,0,0,0,1,0,,1,0
57,151,,,7,11,11,6,1,1,4,9,44,.44,HF,8686,1,25,reporter,informative,lie,0,0,1,0,1,0,0,0,1,0,0,1,0,
58,151,,,7,11,11,6,0,1,4,10,20,.2,HF,8686,1,26,reporter,uninformative,lie,0,0,1,0,1,0,0,0,0,1,0,,1,0
59,151,,,7,11,11,6,1,1,4,11,61.77,.62,HF,8686,1,27,reporter,uninformative,truth,1,0,1,0,1,0,0,0,1,0,0,1,0,
60,151,,,7,11,11,6,0,0,4,12,58,.58,HF,8686,0,28,reporter,uninformative,truth,1,0,1,0,1,0,0,1,0,0,0,0,,
61,151,,,7,11,11,6,1,1,4,13,68,.6800000000000001,HF,8686,1,29,reporter,uninformative,truth,1,0,1,0,1,0,0,0,1,0,0,1,0,
62,151,,,7,11,11,6,0,1,4,14,40.84,.41,HF,8686,1,30,reporter,uninformative,truth,1,0,1,0,1,0,0,0,0,1,0,,1,0
63,151,,,7,11,11,6,0,0,4,15,66.66,.67,HF,8686,0,31,reporter,uninformative,truth,1,0,1,0,1,0,0,1,0,0,0,0,,
64,151,,,7,11,11,6,1,1,4,16,40,.4,HF,8686,1,32,reporter,informative,truth,1,0,1,0,1,0,0,0,1,0,0,1,0,
1,152,,,7,12,12,8,1,1,1,1,79.06999999999999,.79,HF,8686,1,1,reporter,uninformative,truth,1,1,0,0,1,0,0,0,1,0,0,1,0,
2,152,,,7,12,12,8,1,1,1,2,60.03,.6,HF,8686,1,2,reporter,informative,truth,1,1,0,0,1,0,0,0,1,0,0,1,0,
3,152,,,7,12,12,8,1,1,1,3,60.03,.6,HF,8686,1,3,reporter,informative,truth,1,1,0,0,1,0,0,0,1,0,0,1,0,
4,152,,,7,12,12,8,1,1,1,4,60,.6,HF,8686,1,4,reporter,informative,truth,1,1,0,0,1,0,0,0,1,0,0,1,0,
5,152,,,7,12,12,8,1,1,1,5,75,.75,HF,8686,1,5,reporter,informative,truth,1,1,0,0,1,0,0,0,1,0,0,1,0,
6,152,,,7,12,12,8,1,1,1,6,69.97,.7,HF,8686,1,6,reporter,uninformative,truth,1,1,0,0,1,0,0,0,1,0,0,1,0,
7,152,,,7,12,12,8,1,0,1,7,0,0,HF,8686,0,7,reporter,uninformative,truth,1,1,0,0,1,0,0,0,0,0,1,,,1
8,152,,,7,12,12,8,1,1,1,8,20,.2,HF,8686,1,8,reporter,informative,lie,0,1,0,0,1,0,0,0,1,0,0,1,0,
9,152,,,7,12,12,8,1,1,1,9,50,.5,HF,8686,1,9,reporter,informative,lie,0,1,0,0,1,0,0,0,1,0,0,1,0,
10,152,,,7,12,12,8,1,0,1,10,100,1,HF,8686,1,10,reporter,uninformative,lie,0,1,0,0,1,0,0,0,1,0,0,1,0,
11,152,,,7,12,12,8,1,1,1,11,75.09,.75,HF,8686,1,11,reporter,informative,lie,0,1,0,0,1,0,0,0,1,0,0,1,0,
12,152,,,7,12,12,8,0,1,1,12,12,.12,HF,8686,1,12,reporter,uninformative,lie,0,1,0,0,1,0,0,0,0,1,0,,1,0
13,152,,,7,12,12,8,0,0,1,13,40,.4,HF,8686,1,13,reporter,informative,lie,0,1,0,0,1,0,0,0,0,1,0,,1,0
14,152,,,7,12,12,8,1,1,1,14,76,.76,HF,8686,1,14,reporter,informative,lie,0,1,0,0,1,0,0,0,1,0,0,1,0,
15,152,,,7,12,12,8,1,1,1,15,42.89,.43,HF,8686,1,15,reporter,uninformative,lie,0,1,0,0,1,0,0,0,1,0,0,1,0,
16,152,,,7,12,12,8,1,1,1,16,53,.53,HF,8686,1,16,reporter,informative,lie,0,1,0,0,1,0,0,0,1,0,0,1,0,
17,152,,,7,12,12,6,1,1,2,1,65,.65,HF,8686,1,1,reporter,informative,lie,0,0,0,0,1,0,0,0,1,0,0,1,0,
18,152,,,7,12,12,6,1,1,2,2,100,1,HF,8686,1,2,reporter,informative,lie,0,0,0,0,1,0,0,0,1,0,0,1,0,
19,152,,,7,12,12,6,0,0,2,3,5,.05,HF,8686,1,3,reporter,informative,lie,0,0,0,0,1,0,0,0,0,1,0,,1,0
20,152,,,7,12,12,6,1,0,2,4,20,.2,HF,8686,1,4,reporter,uninformative,lie,0,0,0,0,1,0,0,0,1,0,0,1,0,
21,152,,,7,12,12,6,0,0,2,5,70,.7,HF,8686,0,5,reporter,informative,truth,1,0,0,0,1,0,0,1,0,0,0,0,,
22,152,,,7,12,12,6,0,0,2,6,0,0,HF,8686,0,6,reporter,informative,truth,1,0,0,0,1,0,0,1,0,0,0,0,,
23,152,,,7,12,12,6,1,0,2,7,64.28,.64,HF,8686,0,7,reporter,uninformative,truth,1,0,0,0,1,0,0,0,0,0,1,,,1
24,152,,,7,12,12,6,1,1,2,8,20,.2,HF,8686,1,8,reporter,informative,truth,1,0,0,0,1,0,0,0,1,0,0,1,0,
25,152,,,7,12,12,6,1,1,2,9,65,.65,HF,8686,1,9,reporter,informative,truth,1,0,0,0,1,0,0,0,1,0,0,1,0,
26,152,,,7,12,12,6,0,0,2,10,70,.7,HF,8686,0,10,reporter,uninformative,truth,1,0,0,0,1,0,0,1,0,0,0,0,,
27,152,,,7,12,12,6,1,1,2,11,60,.6,HF,8686,1,11,reporter,uninformative,truth,1,0,0,0,1,0,0,0,1,0,0,1,0,
28,152,,,7,12,12,6,1,1,2,12,30,.3,HF,8686,1,12,reporter,informative,truth,1,0,0,0,1,0,0,0,1,0,0,1,0,
29,152,,,7,12,12,6,0,0,2,13,75,.75,HF,8686,0,13,reporter,uninformative,truth,1,0,0,0,1,0,0,1,0,0,0,0,,
30,152,,,7,12,12,6,0,0,2,14,66,.66,HF,8686,0,14,reporter,uninformative,truth,1,0,0,0,1,0,0,1,0,0,0,0,,
31,152,,,7,12,12,6,1,0,2,15,1,.01,HF,8686,0,15,reporter,uninformative,truth,1,0,0,0,1,0,0,0,0,0,1,,,1
32,152,,,7,12,12,6,0,1,2,16,0,0,HF,8686,1,16,reporter,uninformative,truth,1,0,0,0,1,0,0,0,0,1,0,,1,0
33,152,,,7,12,12,8,1,1,3,1,75,.75,HF,8686,1,17,reporter,informative,lie,0,1,1,0,1,0,0,0,1,0,0,1,0,
34,152,,,7,12,12,8,0,0,3,2,100,1,HF,8686,0,18,reporter,informative,truth,1,1,1,0,1,0,0,1,0,0,0,0,,
35,152,,,7,12,12,8,1,1,3,3,65,.65,HF,8686,1,19,reporter,informative,truth,1,1,1,0,1,0,0,0,1,0,0,1,0,
36,152,,,7,12,12,8,1,1,3,4,70,.7,HF,8686,1,20,reporter,informative,truth,1,1,1,0,1,0,0,0,1,0,0,1,0,
37,152,,,7,12,12,8,1,1,3,5,64,.64,HF,8686,1,21,reporter,informative,truth,1,1,1,0,1,0,0,0,1,0,0,1,0,
38,152,,,7,12,12,8,1,1,3,6,44.4,.44,HF,8686,1,22,reporter,informative,truth,1,1,1,0,1,0,0,0,1,0,0,1,0,
39,152,,,7,12,12,8,1,1,3,7,75.2,.75,HF,8686,1,23,reporter,informative,truth,1,1,1,0,1,0,0,0,1,0,0,1,0,
40,152,,,7,12,12,8,1,1,3,8,65,.65,HF,8686,1,24,reporter,uninformative,truth,1,1,1,0,1,0,0,0,1,0,0,1,0,
41,152,,,7,12,12,8,0,1,3,9,80,.8,HF,8686,1,25,reporter,uninformative,truth,1,1,1,0,1,0,0,0,0,1,0,,1,0
42,152,,,7,12,12,8,1,0,3,10,46,.46,HF,8686,0,26,reporter,uninformative,truth,1,1,1,0,1,0,0,0,0,0,1,,,1
43,152,,,7,12,12,8,1,1,3,11,70,.7,HF,8686,1,27,reporter,uninformative,truth,1,1,1,0,1,0,0,0,1,0,0,1,0,
44,152,,,7,12,12,8,0,1,3,12,25,.25,HF,8686,1,28,reporter,uninformative,truth,1,1,1,0,1,0,0,0,0,1,0,,1,0
45,152,,,7,12,12,8,1,1,3,13,44.4,.44,HF,8686,1,29,reporter,uninformative,truth,1,1,1,0,1,0,0,0,1,0,0,1,0,
46,152,,,7,12,12,8,0,0,3,14,66.44,.66,HF,8686,0,30,reporter,informative,truth,1,1,1,0,1,0,0,1,0,0,0,0,,
47,152,,,7,12,12,8,0,0,3,15,100,1,HF,8686,0,31,reporter,uninformative,truth,1,1,1,0,1,0,0,1,0,0,0,0,,
48,152,,,7,12,12,8,1,1,3,16,65,.65,HF,8686,1,32,reporter,uninformative,lie,0,1,1,0,1,0,0,0,1,0,0,1,0,
49,152,,,7,12,12,6,0,0,4,1,31.06,.31,HF,8686,1,17,reporter,uninformative,lie,0,0,1,0,1,0,0,0,0,1,0,,1,0
50,152,,,7,12,12,6,1,1,4,2,40.02,.4,HF,8686,1,18,reporter,uninformative,truth,1,0,1,0,1,0,0,0,1,0,0,1,0,
51,152,,,7,12,12,6,0,0,4,3,40,.4,HF,8686,0,19,reporter,uninformative,truth,1,0,1,0,1,0,0,1,0,0,0,0,,
52,152,,,7,12,12,6,1,1,4,4,65,.65,HF,8686,1,20,reporter,informative,truth,1,0,1,0,1,0,0,0,1,0,0,1,0,
53,152,,,7,12,12,6,0,1,4,5,30,.3,HF,8686,1,21,reporter,uninformative,truth,1,0,1,0,1,0,0,0,0,1,0,,1,0
54,152,,,7,12,12,6,1,1,4,6,40.02,.4,HF,8686,1,22,reporter,uninformative,truth,1,0,1,0,1,0,0,0,1,0,0,1,0,
55,152,,,7,12,12,6,1,1,4,7,40.02,.4,HF,8686,1,23,reporter,uninformative,truth,1,0,1,0,1,0,0,0,1,0,0,1,0,
56,152,,,7,12,12,6,1,1,4,8,75,.75,HF,8686,1,24,reporter,uninformative,truth,1,0,1,0,1,0,0,0,1,0,0,1,0,
57,152,,,7,12,12,6,1,0,4,9,0,0,HF,8686,0,25,reporter,uninformative,truth,1,0,1,0,1,0,0,0,0,0,1,,,1
58,152,,,7,12,12,6,1,1,4,10,30,.3,HF,8686,1,26,reporter,uninformative,truth,1,0,1,0,1,0,0,0,1,0,0,1,0,
59,152,,,7,12,12,6,0,0,4,11,40,.4,HF,8686,0,27,reporter,informative,truth,1,0,1,0,1,0,0,1,0,0,0,0,,
60,152,,,7,12,12,6,1,1,4,12,44.4,.44,HF,8686,1,28,reporter,uninformative,truth,1,0,1,0,1,0,0,0,1,0,0,1,0,
61,152,,,7,12,12,6,1,1,4,13,30.72,.31,HF,8686,1,29,reporter,uninformative,truth,1,0,1,0,1,0,0,0,1,0,0,1,0,
62,152,,,7,12,12,6,1,0,4,14,40.02,.4,HF,8686,1,30,reporter,uninformative,lie,0,0,1,0,1,0,0,0,1,0,0,1,0,
63,152,,,7,12,12,6,0,0,4,15,50,.5,HF,8686,1,31,reporter,uninformative,lie,0,0,1,0,1,0,0,0,0,1,0,,1,0
64,152,,,7,12,12,6,1,1,4,16,75,.75,HF,8686,1,32,reporter,informative,lie,0,0,1,0,1,0,0,0,1,0,0,1,0,
1,153,57.536415,57.536419,7,13,4,8,1,0,1,1,60,.75,HF,8686,1,1,evaluator,informative,,,1,0,0,1,0,0,0,1,0,0,1,0,
2,153,60.291317,57.536419,7,13,12,8,1,0,1,2,60.03,.75,HF,8686,1,2,evaluator,informative,,,1,0,0,1,0,0,0,1,0,0,1,0,
3,153,61.747894,57.536419,7,13,12,8,1,1,1,3,60.03,.75,HF,8686,1,3,evaluator,informative,,,1,0,0,1,0,0,0,1,0,0,1,0,
4,153,62.655441,57.536419,7,13,9,8,1,0,1,4,60.03,.75,HF,8686,1,4,evaluator,uninformative,,,1,0,0,1,0,0,0,1,0,0,1,0,
5,153,63.277214,56.618111,7,13,4,8,1,1,1,5,30,0,HF,8686,1,5,evaluator,informative,,,1,0,0,1,0,0,0,1,0,0,1,0,
6,153,63.730629,56.618111,7,13,10,8,1,1,1,6,60.03,.75,HF,8686,1,6,evaluator,informative,,,1,0,0,1,0,0,0,1,0,0,1,0,
7,153,,,7,13,5,8,0,1,1,7,33,.75,HF,8686,0,7,evaluator,informative,,,1,0,0,1,0,0,1,0,0,0,0,,
8,153,64.348648,59.56303,7,13,4,8,1,0,1,8,60.03,.75,HF,8686,1,8,evaluator,informative,,,1,0,0,1,0,0,0,1,0,0,1,0,
9,153,13.505625,31.146833,7,13,11,8,0,1,1,9,20.01,.75,HF,8686,1,9,evaluator,informative,,,1,0,0,1,0,0,0,0,1,0,,1,0
10,153,62.93206,56.829124,7,13,2,8,1,0,1,10,60.03,0,HF,8686,1,10,evaluator,uninformative,,,1,0,0,1,0,0,0,1,0,0,1,0,
11,153,63.223412,56.309837,7,13,9,8,1,0,1,11,60.03,0,HF,8686,1,11,evaluator,uninformative,,,1,0,0,1,0,0,0,1,0,0,1,0,
12,153,63.472382,55.826317,7,13,8,8,1,1,1,12,60.03,.75,HF,8686,1,12,evaluator,uninformative,,,1,0,0,1,0,0,0,1,0,0,1,0,
13,153,63.687626,55.381931,7,13,5,8,1,1,1,13,60.03,.75,HF,8686,1,13,evaluator,uninformative,,,1,0,0,1,0,0,0,1,0,0,1,0,
14,153,63.875584,54.977669,7,13,2,8,1,1,1,14,60.03,.75,HF,8686,1,14,evaluator,uninformative,,,1,0,0,1,0,0,0,1,0,0,1,0,
15,153,64.041153,54.612679,7,13,9,8,1,1,1,15,60.03,0,HF,8686,1,15,evaluator,informative,,,1,0,0,1,0,0,0,1,0,0,1,0,
16,153,64.188118,54.612679,7,13,11,8,1,1,1,16,60.03,.75,HF,8686,1,16,evaluator,uninformative,,,1,0,0,1,0,0,0,1,0,0,1,0,
17,153,,,7,13,6,6,0,1,2,1,60.03,.75,HF,8686,0,1,evaluator,informative,,,0,0,0,1,0,0,1,0,0,0,0,,
18,153,60.291317,60.291313,7,13,5,6,1,1,2,2,40.02,.75,HF,8686,1,2,evaluator,uninformative,,,0,0,0,1,0,0,0,1,0,0,1,0,
19,153,61.747894,59.56303,7,13,11,6,1,1,2,3,50,.75,HF,8686,1,3,evaluator,uninformative,,,0,0,0,1,0,0,0,1,0,0,1,0,
20,153,62.655441,58.817417,7,13,2,6,1,1,2,4,50,0,HF,8686,1,4,evaluator,informative,,,0,0,0,1,0,0,0,1,0,0,1,0,
21,153,,,7,13,11,6,0,1,2,5,54.04,.75,HF,8686,0,5,evaluator,uninformative,,,0,0,0,1,0,0,1,0,0,0,0,,
22,153,17.302921,28.357592,7,13,3,6,0,0,2,6,30.15,.75,HF,8686,1,6,evaluator,informative,,,0,0,0,1,0,0,0,0,1,0,,1,0
23,153,26.293184,36.418568,7,13,1,6,0,1,2,7,30.15,.75,HF,8686,1,7,evaluator,uninformative,,,0,0,0,1,0,0,0,0,1,0,,1,0
24,153,31.609089,37.577122,7,13,2,6,0,1,2,8,30.15,0,HF,8686,1,8,evaluator,informative,,,0,0,0,1,0,0,0,0,1,0,,1,0
25,153,,,7,13,10,6,1,1,2,9,40.39,.75,HF,8686,0,9,evaluator,uninformative,,,0,0,0,1,0,0,0,0,0,1,,,1
26,153,37.452019,38.377781,7,13,4,6,0,1,2,10,30.15,.75,HF,8686,1,10,evaluator,uninformative,,,0,0,0,1,0,0,0,0,1,0,,1,0
27,153,39.201855,39.135624,7,13,6,6,0,1,2,11,30.15,.75,HF,8686,1,11,evaluator,uninformative,,,0,0,0,1,0,0,0,0,1,0,,1,0
28,153,56.602409,56.75296,7,13,10,6,1,0,2,12,70.31,.75,HF,8686,1,12,evaluator,informative,,,0,0,0,1,0,0,0,1,0,0,1,0,
29,153,57.220882,56.75296,7,13,4,6,1,1,2,13,60.3,.75,HF,8686,1,13,evaluator,informative,,,0,0,0,1,0,0,0,1,0,0,1,0,
30,153,57.767071,56.75296,7,13,7,6,1,1,2,14,30.6,.75,HF,8686,1,14,evaluator,uninformative,,,0,0,0,1,0,0,0,1,0,0,1,0,
31,153,37.099663,40.494999,7,13,8,6,0,1,2,15,31.51,0,HF,8686,1,15,evaluator,uninformative,,,0,0,0,1,0,0,0,0,1,0,,1,0
32,153,57.693424,56.14888,7,13,1,6,1,1,2,16,31.17,0,HF,8686,1,16,evaluator,informative,,,0,0,0,1,0,0,0,1,0,0,1,0,
33,153,64.31945,54.284817,7,13,9,8,1,1,3,1,42.32,.75,HF,8686,1,17,evaluator,uninformative,,,1,1,0,1,0,0,0,1,0,0,1,0,
34,153,64.437538,53.991158,7,13,7,8,1,0,3,2,40.05,0,HF,8686,1,18,evaluator,uninformative,,,1,1,0,1,0,0,0,1,0,0,1,0,
35,153,64.544281,53.728424,7,13,2,8,1,1,3,3,40,.75,HF,8686,1,19,evaluator,uninformative,,,1,1,0,1,0,0,0,1,0,0,1,0,
36,153,13.812353,45.524246,7,13,3,8,0,1,3,4,31.4,0,HF,8686,1,20,evaluator,informative,,,1,1,0,1,0,0,0,0,1,0,,1,0
37,153,,,7,13,5,8,0,0,3,5,39.93,.75,HF,8686,0,21,evaluator,informative,,,1,1,0,1,0,0,1,0,0,0,0,,
38,153,63.91917,54.252361,7,13,3,8,1,1,3,6,40.27,.75,HF,8686,1,22,evaluator,uninformative,,,1,1,0,1,0,0,0,1,0,0,1,0,
39,153,,,7,13,10,8,1,1,3,7,41.07,.75,HF,8686,0,23,evaluator,uninformative,,,1,1,0,1,0,0,0,0,0,1,,,1
40,153,63.323437,55.131157,7,13,10,8,1,1,3,8,42.21,.75,HF,8686,1,24,evaluator,informative,,,1,1,0,1,0,0,0,1,0,0,1,0,
41,153,63.444942,55.131157,7,13,9,8,1,1,3,9,33.33,.75,HF,8686,1,25,evaluator,uninformative,,,1,1,0,1,0,0,0,1,0,0,1,0,
42,153,63.557903,54.914963,7,13,11,8,1,1,3,10,34.7,0,HF,8686,1,26,evaluator,informative,,,1,1,0,1,0,0,0,1,0,0,1,0,
43,153,63.663193,54.914963,7,13,2,8,1,1,3,11,37.32,.75,HF,8686,1,27,evaluator,uninformative,,,1,1,0,1,0,0,0,1,0,0,1,0,
44,153,63.761574,54.712749,7,13,7,8,1,1,3,12,36.63,.75,HF,8686,1,28,evaluator,uninformative,,,1,1,0,1,0,0,0,1,0,0,1,0,
45,153,63.853699,54.523689,7,13,9,8,1,0,3,13,34.93,0,HF,8686,1,29,evaluator,informative,,,1,1,0,1,0,0,0,1,0,0,1,0,
46,153,63.940151,54.523689,7,13,3,8,1,0,3,14,32.76,.75,HF,8686,1,30,evaluator,uninformative,,,1,1,0,1,0,0,0,1,0,0,1,0,
47,153,,,7,13,5,8,1,1,3,15,30.72,.75,HF,8686,0,31,evaluator,uninformative,,,1,1,0,1,0,0,0,0,0,1,,,1
48,153,63.485424,55.231812,7,13,8,8,1,1,3,16,37.09,.75,HF,8686,1,32,evaluator,informative,,,1,1,0,1,0,0,0,1,0,0,1,0,
49,153,37.452499,41.097481,7,13,12,6,0,1,4,1,31.06,.75,HF,8686,1,17,evaluator,uninformative,,,0,1,0,1,0,0,0,0,1,0,,1,0
50,153,57.635319,55.870605,7,13,8,6,1,1,4,2,30.15,.75,HF,8686,1,18,evaluator,informative,,,0,1,0,1,0,0,0,1,0,0,1,0,
51,153,37.729141,41.650814,7,13,2,6,0,1,4,3,35.49,.75,HF,8686,1,19,evaluator,uninformative,,,0,1,0,1,0,0,0,0,1,0,,1,0
52,153,57.588303,55.608421,7,13,11,6,1,1,4,4,35,.75,HF,8686,1,20,evaluator,uninformative,,,0,1,0,1,0,0,0,1,0,0,1,0,
53,153,57.947048,55.362095,7,13,5,6,1,1,4,5,35,.75,HF,8686,1,21,evaluator,informative,,,0,1,0,1,0,0,0,1,0,0,1,0,
54,153,58.278355,55.362095,7,13,5,6,1,1,4,6,35,.75,HF,8686,1,22,evaluator,informative,,,0,1,0,1,0,0,0,1,0,0,1,0,
55,153,58.585266,55.362095,7,13,7,6,1,1,4,7,35,.75,HF,8686,1,23,evaluator,uninformative,,,0,1,0,1,0,0,0,1,0,0,1,0,
56,153,58.870399,55.131157,7,13,3,6,1,0,4,8,35,.75,HF,8686,1,24,evaluator,uninformative,,,0,1,0,1,0,0,0,1,0,0,1,0,
57,153,,,7,13,10,6,0,1,4,9,30,0,HF,8686,0,25,evaluator,uninformative,,,0,1,0,1,0,0,1,0,0,0,0,,
58,153,,,7,13,5,6,0,1,4,10,35,.75,HF,8686,0,26,evaluator,informative,,,0,1,0,1,0,0,1,0,0,0,0,,
59,153,33.937916,40.150848,7,13,3,6,0,0,4,11,0,0,HF,8686,1,27,evaluator,informative,,,0,1,0,1,0,0,0,0,1,0,,1,0
60,153,59.224236,56.041973,7,13,7,6,1,1,4,12,35,.75,HF,8686,1,28,evaluator,uninformative,,,0,1,0,1,0,0,0,1,0,0,1,0,
61,153,34.425709,41.910332,7,13,4,6,0,1,4,13,35,.75,HF,8686,1,29,evaluator,uninformative,,,0,1,0,1,0,0,0,0,1,0,,1,0
62,153,59.085693,55.666763,7,13,6,6,1,0,4,14,35,0,HF,8686,1,30,evaluator,informative,,,0,1,0,1,0,0,0,1,0,0,1,0,
63,153,34.841232,42.25238,7,13,3,6,0,1,4,15,35,.75,HF,8686,1,31,evaluator,uninformative,,,0,1,0,1,0,0,0,0,1,0,,1,0
64,153,58.964428,55.491722,7,13,9,6,1,1,4,16,37,0,HF,8686,1,32,evaluator,informative,,,0,1,0,1,0,0,0,1,0,0,1,0,
1,154,57.536415,57.536419,7,14,7,8,1,0,1,1,60,.75,HF,8686,1,1,evaluator,informative,,,1,0,0,1,0,0,0,1,0,0,1,0,
2,154,28.960335,35.860123,7,14,2,8,0,0,1,2,20,.75,HF,8686,1,2,evaluator,uninformative,,,1,0,0,1,0,0,0,0,1,0,,1,0
3,154,57.378159,56.618111,7,14,10,8,1,0,1,3,65,.75,HF,8686,1,3,evaluator,uninformative,,,1,0,0,1,0,0,0,1,0,0,1,0,
4,154,59.025253,55.776711,7,14,1,8,1,1,1,4,65,0,HF,8686,1,4,evaluator,informative,,,1,0,0,1,0,0,0,1,0,0,1,0,
5,154,60.168358,55.776711,7,14,3,8,1,0,1,5,75,.75,HF,8686,1,5,evaluator,informative,,,1,0,0,1,0,0,0,1,0,0,1,0,
6,154,61.010143,55.776711,7,14,6,8,1,0,1,6,80,.75,HF,8686,1,6,evaluator,informative,,,1,0,0,1,0,0,0,1,0,0,1,0,
7,154,61.656796,55.776711,7,14,2,8,1,1,1,7,85,.75,HF,8686,1,7,evaluator,informative,,,1,0,0,1,0,0,0,1,0,0,1,0,
8,154,62.169579,55.776711,7,14,9,8,1,0,1,8,85,.75,HF,8686,1,8,evaluator,informative,,,1,0,0,1,0,0,0,1,0,0,1,0,
9,154,22.98875,40.163834,7,14,7,8,0,0,1,9,0,0,HF,8686,1,9,evaluator,informative,,,1,0,0,1,0,0,0,0,1,0,,1,0
10,154,61.203815,53.809196,7,14,11,8,1,1,1,10,85,.75,HF,8686,1,10,evaluator,informative,,,1,0,0,1,0,0,0,1,0,0,1,0,
11,154,61.620983,53.809196,7,14,5,8,1,0,1,11,80,0,HF,8686,1,11,evaluator,uninformative,,,1,0,0,1,0,0,0,1,0,0,1,0,
12,154,61.978565,53.417938,7,14,7,8,1,1,1,12,80,0,HF,8686,1,12,evaluator,uninformative,,,1,0,0,1,0,0,0,1,0,0,1,0,
13,154,24.616219,45.895531,7,14,3,8,0,0,1,13,50,0,HF,8686,1,13,evaluator,uninformative,,,1,0,0,1,0,0,0,0,1,0,,1,0
14,154,61.293667,52.793842,7,14,6,8,1,0,1,14,65,0,HF,8686,1,14,evaluator,informative,,,1,0,0,1,0,0,0,1,0,0,1,0,
15,154,61.601818,52.793842,7,14,6,8,1,1,1,15,75,.75,HF,8686,1,15,evaluator,informative,,,1,0,0,1,0,0,0,1,0,0,1,0,
16,154,61.876369,52.793842,7,14,7,8,1,1,1,16,75,0,HF,8686,1,16,evaluator,uninformative,,,1,0,0,1,0,0,0,1,0,0,1,0,
17,154,57.536415,57.536419,7,14,9,6,1,0,2,1,60,.75,HF,8686,1,1,evaluator,informative,,,0,0,0,1,0,0,0,1,0,0,1,0,
18,154,60.291317,57.536419,7,14,9,6,1,1,2,2,60,.75,HF,8686,1,2,evaluator,informative,,,0,0,0,1,0,0,0,1,0,0,1,0,
19,154,,,7,14,9,6,1,1,2,3,30,0,HF,8686,0,3,evaluator,uninformative,,,0,0,0,1,0,0,0,0,0,1,,,1
20,154,,,7,14,5,6,1,1,2,4,25,0,HF,8686,0,4,evaluator,uninformative,,,0,0,0,1,0,0,0,0,0,1,,,1
21,154,57.310596,61.747898,7,14,7,6,1,0,2,5,60,.75,HF,8686,1,5,evaluator,informative,,,0,0,0,1,0,0,0,1,0,0,1,0,
22,154,35.814327,24.587336,7,14,9,6,0,1,2,6,25,.75,HF,8686,1,6,evaluator,uninformative,,,0,0,0,1,0,0,0,0,1,0,,1,0
23,154,38.811081,26.446577,7,14,9,6,0,0,2,7,25,0,HF,8686,1,7,evaluator,informative,,,0,0,0,1,0,0,0,0,1,0,,1,0
24,154,56.361042,58.535351,7,14,9,6,1,1,2,8,60,.75,HF,8686,1,8,evaluator,informative,,,0,0,0,1,0,0,0,1,0,0,1,0,
25,154,,,7,14,11,6,1,1,2,9,30,.75,HF,8686,0,9,evaluator,uninformative,,,0,0,0,1,0,0,0,0,0,1,,,1
26,154,40.636997,32.092838,7,14,10,6,0,0,2,10,25,.75,HF,8686,1,10,evaluator,uninformative,,,0,0,0,1,0,0,0,0,1,0,,1,0
27,154,55.896084,59.319527,7,14,12,6,1,1,2,11,60,0,HF,8686,1,11,evaluator,uninformative,,,0,0,0,1,0,0,0,1,0,0,1,0,
28,154,56.602409,58.889832,7,14,4,6,1,1,2,12,65,0,HF,8686,1,12,evaluator,uninformative,,,0,0,0,1,0,0,0,1,0,0,1,0,
29,154,57.220882,58.463676,7,14,7,6,1,1,2,13,60,0,HF,8686,1,13,evaluator,uninformative,,,0,0,0,1,0,0,0,1,0,0,1,0,
30,154,38.173199,36.672226,7,14,6,6,0,1,2,14,25,.75,HF,8686,1,14,evaluator,uninformative,,,0,0,0,1,0,0,0,0,1,0,,1,0
31,154,57.211678,57.641251,7,14,2,6,1,0,2,15,20,.75,HF,8686,1,15,evaluator,uninformative,,,0,0,0,1,0,0,0,1,0,0,1,0,
32,154,38.400257,38.581993,7,14,2,6,0,1,2,16,25,.75,HF,8686,1,16,evaluator,uninformative,,,0,0,0,1,0,0,0,0,1,0,,1,0
33,154,62.122555,52.546776,7,14,3,8,1,0,3,1,66,.75,HF,8686,1,17,evaluator,informative,,,1,1,0,1,0,0,0,1,0,0,1,0,
34,154,24.68718,46.768757,7,14,4,8,0,1,3,2,15,0,HF,8686,1,18,evaluator,informative,,,1,1,0,1,0,0,0,0,1,0,,1,0
35,154,61.589882,52.073051,7,14,7,8,1,1,3,3,60,.75,HF,8686,1,19,evaluator,uninformative,,,1,1,0,1,0,0,0,1,0,0,1,0,
36,154,,,7,14,10,8,1,0,3,4,10,.75,HF,8686,0,20,evaluator,uninformative,,,1,1,0,1,0,0,0,0,0,1,,,1
37,154,,,7,14,10,8,0,1,3,5,55,0,HF,8686,0,21,evaluator,informative,,,1,1,0,1,0,0,1,0,0,0,0,,
